index,id,created_at,text,author.id,author.created_at,author.username,author.location,author.public_metrics.followers_count,geo.full_name,public_metrics.like_count,public_metrics.retweet_count,sentiment
18,1081990341786505220,2019-01-06 19:06:14+00:00,Just had a #vegan roast dinner with a home made nut roast. It was really yummy!,293354078,2011-05-05T06:13:53.000Z,piedwarbler1,NW England ,935,"Leyland, England",1,0,0.6105
19,1081981586738954241,2019-01-06 18:31:27+00:00,"I'm literally just so happy rn. I'm in a healthy relationship, stable job, seeing a therapist for my mental health, veganism is doing my body good, applied for university. Things aren't perfect but I sure as hell didn't ever think I'd get to this place where I'm actually happy.",2561748567,2014-05-24T10:31:10.000Z,pipedreamsx,"North West, England",642,"Walton-le-Dale, England",4,0,0.4661
20,1081851106500722689,2019-01-06 09:52:58+00:00,"@vegetablezealot The main reason for that is you are probably  beginning to sound like the new wave Jehovah's witnesses. Not all of you, granted.  But the new converts are filled with a sort of zest vegan piety. Btw i do engage with sensible carriers of your flag quite regularly.",1718232811,2013-09-01T07:38:18.000Z,rondovines,"Walton-le-Dale, England",830,"Walton-le-Dale, England",3,0,0.7096
22,1081668061789331457,2019-01-05 21:45:37+00:00,@tomgregory87 #DryJanuary late participation is more likely than adopting #Veganuary or other such extreme lifestyle changes. Think I'll go to Gregg's and try a vegan sausage roll! #progress,496357390,2012-02-18T21:40:46.000Z,tompfisher,"England, United Kingdom",595,"Cottam, England",0,0,0.0
23,1081617763549016064,2019-01-05 18:25:44+00:00,"Sticking it to the man with a Gregg's vegan sausage roll. #Greggs @ Preston, Lancashire https://t.co/s5XBZjtvze",847775269,2012-09-26T17:10:57.000Z,theoclarke4L,"Wakefield, England",440,"Preston, England",0,0,0.0
24,1081603921678872576,2019-01-05 17:30:44+00:00,"Shout outs to @Gingermarls for turning up for a few friendly games of #SmashBrosUltimate with one of the @GreggsOfficial #VeganSausageRolls to try for myself.\n\nI’m no vegan, but they’re night and day nicer than the real alternative from my tastebuds p.o.v.  Great work 👏",44417343,2009-06-03T18:15:32.000Z,kermit1986,"Preston, England",449,"Preston, England",4,0,0.9001
26,1081571518495244288,2019-01-05 15:21:59+00:00,Don’t we have bigger (vegan) fish to fry? https://t.co/ivpgADhKto,445533784,2011-12-24T14:34:42.000Z,Shezclayton,"High Wycombe, England",118,"Preston, England",1,0,0.0
27,1081294777176547328,2019-01-04 21:02:19+00:00,@piersmorgan oh dear mate Forrest Green FC and Jamie Oliver preaching Vegan food. WTF it can’t be all that good for meat sake.,121865096,2010-03-10T21:15:11.000Z,bespokeproducts,"UK, North West",390,"Walton-le-Dale, England",0,0,-0.0085
28,1081284441044062210,2019-01-04 20:21:14+00:00,"@VeganOlive1 i am so sorry Olive, Nic was doing my tits in. I REALLY do respect all food cultures and foodies.\nHe has just blocked me so i could not let him know that. You have the ear of the vegan world. Tell him no hard feelings. Oh and happy new year you two 🤗",1718232811,2013-09-01T07:38:18.000Z,rondovines,"Walton-le-Dale, England",830,"Walton-le-Dale, England",1,0,0.3471
29,1080921243841249281,2019-01-03 20:18:01+00:00,Sometimes this is the vegan option https://t.co/oeaiDyMf8U,879090181332193280,2017-06-25T21:33:26.000Z,MounseyJanet,"Preston, England",90,Owd Nells Tavern,2,0,0.0
31,1080918366100037632,2019-01-03 20:06:35+00:00,@alicemayw_ @GreggsOfficial Stupid name for it. Do they do vegan meat pies,1968458298,2013-10-18T09:02:40.000Z,rwlandscapes1,"Preston,Lancashire",279,"Preston, England",0,0,-0.5267
32,1080916693755535360,2019-01-03 19:59:56+00:00,@piersmorgan If you wave one of these at a vegan it’s like a vampires reaction to garlic https://t.co/qrieTnGu2R,114288722,2010-02-14T21:36:43.000Z,spyatree,,612,"Preston, England",0,0,0.3612
33,1080816719067795456,2019-01-03 13:22:41+00:00,Greggs outside work had no Vegan Sausage Rolls in yet. Gutted.,50041540,2009-06-23T17:33:38.000Z,RyanDawsonn,"Preston, England",768,"Preston, England",0,0,-0.296
34,1080780856808128513,2019-01-03 11:00:10+00:00,@PeteOtway @GreggsOfficial \nHurry up into work Peter! These beauties are waiting #🌱 #Vegan #sausageroll #Greggs https://t.co/Hgl76Hz6Ze,928718304646230016,2017-11-09T20:17:53.000Z,quigley_kirsty,"Preston, England",3536,"Preston, England",0,1,0.5707
35,1080737626360107008,2019-01-03 08:08:23+00:00,"@icod Sorry Fab-Cod, wasn't trivialising mog's woes. Was clumsy but meant as a slight against the nonsense you read on here like shops selling vegan sausage rolls etc.!",65089990,2009-08-12T16:59:05.000Z,simonnicholl,"Wesham, sunny Lancashire.",202,"Preston, England",0,0,0.2647
37,1080602484970799104,2019-01-02 23:11:23+00:00,"@ChrisGPackham @WeAreVeganuary I read somewhere that supermarkets don’t like to label things as Vegan because they believe it may actually harm sales, as people who aren’t vegan may avoid purchasing them - seen as “faddy” or “cranky”.",293354078,2011-05-05T06:13:53.000Z,piedwarbler1,NW England ,935,"Leyland, England",0,0,-0.4939
38,1080583279349239818,2019-01-02 21:55:04+00:00,Piers Morgan losing his shit over Greggs releasing a vegan sausage roll is the most Piers Morgan thing to happen this year.,284035737,2011-04-18T14:06:25.000Z,brionywilky,Preston,165,"Preston, England",4,0,-0.7351
39,1080562002421006339,2019-01-02 20:30:31+00:00,2019 is going to be my best year EVER @GreggsOfficial launching a vegan sausage roll! You little beauties 🌱 \nNow let’s read all the comments from meat eaters moaning on about it #pigrollsstillavailable 💁🏻‍♀️,928718304646230016,2017-11-09T20:17:53.000Z,quigley_kirsty,"Preston, England",3536,"Preston, England",0,0,0.8019
40,1080536095195054081,2019-01-02 18:47:35+00:00,Why are people so arsed about a vegan sausage roll at Greggs? You don’t have to buy it and you can still buy normal ones so what’s the problem? Bellends! https://t.co/wEsKhHjJ07,54681521,2009-07-07T21:22:44.000Z,KD1994_,Liverpool,918,"Higher Walton, England",1,0,-0.5597
41,1080430026942828544,2019-01-02 11:46:06+00:00,"Looking for healthy options for a fresh start of the year?\nHere at Cafuné we're proud to serve fresh homemade food, using only the best ingredients.\nAre you vegan/vegetarian/celiac? We… https://t.co/SbtwYWAfWP",846419805355888650,2017-03-27T17:53:02.000Z,cafunecafeuk,"Preston, United Kingdom",396,"Preston, England",2,2,0.932
47,1086998589476352005,2019-01-20 14:47:13+00:00,@piersmorgan Probably the fact that you’re not Vegan would back this claim up...,364198128,2011-08-29T11:12:25.000Z,garethsmith81,Rutland,514,"Preston, England",1,0,0.0
55,1083364433726971905,2019-01-10 14:06:23+00:00,"@piersmorgan The more time and effort you put into slagging of the vegan sausage roll the more people will buy it. Plus, no vegetarian/vegan buys it for health reasons, it’s moral. On the subject of morality how’s the phone hacking going?",102175012,2010-01-05T21:50:01.000Z,lozmillar,"Ramsgate, kent",185,"Preston, England",1,0,-0.296
