index,id,created_at,text,author.id,author.created_at,author.username,author.location,author.public_metrics.followers_count,geo.full_name,public_metrics.like_count,public_metrics.retweet_count,sentiment
21,1089180959784820738,2019-01-26 15:19:11+00:00,Mate the number of Greggs I’ve been to in Manc in search of a vegan sausage roll 😭😭 my mum just got one and they are AMAZING,834779905892179968,2017-02-23T15:00:13.000Z,thraakthr,mcr / ldn,65,"Manchester, England",0,0,0.7034
22,1089149109381009408,2019-01-26 13:12:37+00:00,vegan fry ups really arent as satisfying 😕,353073130,2011-08-11T14:21:31.000Z,arabellarcm,London/Manchester ,770,"Manchester, England",0,0,-0.4105
23,1089137697829072896,2019-01-26 12:27:17+00:00,One of the highlights for me from this years @ClinPsychFringe is the food!! Amazing vegan food from @heartandparcel 🥗 🥬 🍅 #BTTR https://t.co/4wMYZlYg1P,1394918216,2013-05-01T15:38:12.000Z,BenMacCam,,2452,St Thomas Centre,23,8,0.658
24,1089108658762457088,2019-01-26 10:31:53+00:00,@BootstrapCook Vegan lemon curd?,64516885,2009-08-10T21:12:59.000Z,rachel_e_t,,146,"Manchester, England",0,0,0.0
25,1089099835578482690,2019-01-26 09:56:49+00:00,Breakfast #weetabix #vegan #veganlife #choice #healthyfood @ Manchester Metropolitan University Business School https://t.co/jzG3imwzc2,253154605,2011-02-16T17:28:30.000Z,1972Pitbull,"Manchester, England",157,"Manchester, England",0,0,0.0
26,1089086741577981952,2019-01-26 09:04:48+00:00,"Day 84 of January. I have no money, no social life &amp; despite only eating leaves, bananas &amp; vegan sausage rolls  I’m still over weight. A perpetual cold means I’ve not been able to breathe through my nose since 2018. Can’t wait for February when I can be alone on Valentines again!",83172580,2009-10-17T16:56:33.000Z,stew_sc,"Manchester, England",1711,"Manchester, England",8,0,-0.69
27,1088900881481953280,2019-01-25 20:46:15+00:00,Enjoying this yummy vegan chocolate orange cake from @northstardeli so rich and moreish they have really outdone themselves with this gourmet delight! #fridaytreat #fridaynightistreatnight… https://t.co/qPPt6L8Bin,110850940,2010-02-03T00:06:53.000Z,sarah_treecomms,Manchester,859,"Manchester, England",0,0,0.9486
28,1088879671624617984,2019-01-25 19:21:58+00:00,"Tofu &amp; black bean sauce, boiled rice and vegetable spring rolls #vegan #Chinese #Friday @ City of Salford https://t.co/Lz7brAoPSD",24395148,2009-03-14T16:58:49.000Z,nick_shack,Manchester,134,"Salford, England",0,1,0.0
29,1088851639866458113,2019-01-25 17:30:35+00:00,"I’ve had 3 consecutive years of denk uni burns nights but this year I am making vegan jamaican curry with my bf and watching la la land , I am          awful",437044293,2011-12-14T23:08:16.000Z,annadsmusic,"Wells, England",1420,"Manchester, England",0,0,-0.6124
30,1088844475261161472,2019-01-25 17:02:07+00:00,@talkSPORTDrive They should name a vegan pie PIErs Morgan,248157643,2011-02-06T11:22:38.000Z,troubleinpara,On the edge of town,575,"Manchester, England",0,0,0.0
32,1088812840188825600,2019-01-25 14:56:24+00:00,"Lovely veggie &amp; vegan spread for lunch, and wonderful selection of organic teas &amp; coffees, thank you for your hospitality &amp; doing your bit for the planet @Bridge5Mill 💚 https://t.co/QDxQ7NAVcH",344111263,2011-07-28T15:23:23.000Z,VernonLinda,"Blackpool, ex Donegal Town ",3948,"Manchester, England",1,0,0.8834
33,1088800260485509122,2019-01-25 14:06:25+00:00,I’m not a vegan but this #vegansalad and #berrysmoothie are  the business #stilllikemymeat @ Nexus Art Café https://t.co/a5S5AMvWqq,178114579,2010-08-13T22:35:54.000Z,dredzombie,N 53°14' 0'' / W 2°29' 0'',830,"Manchester, England",0,0,0.0
34,1088783951932674048,2019-01-25 13:01:37+00:00,@kyliec17 @philvickerytv @thismorning Veggie / Vegan all the way !!! Nice one.,22247856,2009-02-28T11:23:17.000Z,BWMANUK,"Manchester, England",470,"Manchester, England",0,0,0.5684
35,1088782093642055680,2019-01-25 12:54:14+00:00,"My top post meeting sandwich is @Z_arts_mcr full to bursting Vegan Extraganza Wrap. I'd have posted a pic, but I've eaten it - yum! Well worth a try, love the decor too! Now, back to the fray x @mcrconfidential @creativetourist https://t.co/KgMLyA8tMC",1005065540,2012-12-11T22:53:21.000Z,zobo_miler,Manchester & Warrington,353,"Manchester, England",2,0,0.915
37,1088762576274669568,2019-01-25 11:36:41+00:00,"@TheBoltonNews The thing is with Peirs Morgan is that cos so many people dislike him, they all went out to buy this vegan roll to Piss him off on his Twitter, my guess is that he's got shares in Greggs and youve just made them a fortune. #goodmorningbritain #greggs @piersmorgan",349009155,2011-08-05T11:28:23.000Z,PaulCosens,EvErYwHeRe....,33,"Manchester, England",0,0,-0.5209
38,1088705065270022144,2019-01-25 07:48:09+00:00,"having switched to soy milk permanently now for about a month, i've become one of those people. you know the type. ""I CAN SEE NO REASON WHY ANYONE STILL DRINKS COW MILK. THERE IS NO NEED TO DO THIS WHEN THERE ARE PERFECTLY GOOD VEGAN OPTIONS!!!""",18531981,2009-01-01T17:59:29.000Z,rednewsom,manchester,908,"Manchester, England",3,0,0.6784
40,1088523125665550339,2019-01-24 19:45:11+00:00,@killnofillpod Just made a vegan one that I'm about to demolish whilst listening to the ep.\nIts the simple things in life. 👌🏼😂,45656005,2009-06-08T20:05:38.000Z,sarac93,"Manchester, England",1437,"Manchester, England",1,0,0.0
41,1088510164603416582,2019-01-24 18:53:41+00:00,Think I may have switched the VEGAN filter back ON again! Twitter &amp; Insta all about the 🖖 \nFood trends of 2019 gonna be very dull at this rate..........🥕 https://t.co/Tjr2HtKEQJ,2873124870,2014-10-23T11:29:18.000Z,NorthernSoulMcr,M4 1LA,11063,"Manchester, England",4,0,-0.5081
42,1088481434703155200,2019-01-24 16:59:31+00:00,Sharing another of my favourite recipes for #nationalpeanutbutterday #peanitbutterday 🥜🥜🥜These #vegan #glutenfree #dairyfree PEANUT BUTTER CHOCOLATE COOKIE SANDWICHES 🍪🍫🍪🍫 https://t.co/qCHqqAv9ba https://t.co/HH5ypbQj56,219090869,2010-11-23T22:20:53.000Z,SpamellaB,Manchester,12175,"Manchester, England",9,0,0.4215
43,1088426149300981760,2019-01-24 13:19:50+00:00,Our new #breakfast #choc soft baked #cookie\n#veganuk #vegan #veganuary2019 @ The Mcr Vegan Cafe &amp; Wellbeing Centre https://t.co/iMu3eJhYMc,395226916,2011-10-21T10:23:53.000Z,3MT_Manchester,Manchester,7263,"Manchester, England",2,2,0.0
44,1088423899480629249,2019-01-24 13:10:54+00:00,#Quench your #body #blues with #elderflower #kombucha garnished with cucumber\n#veganuary2019 #veganuk @ The Mcr Vegan Cafe &amp; Wellbeing Centre https://t.co/mmYtcLhrvK,395226916,2011-10-21T10:23:53.000Z,3MT_Manchester,Manchester,7263,"Manchester, England",0,0,0.0
45,1088381613447233536,2019-01-24 10:22:52+00:00,IT'S NATIONAL PEANUT BUTTER DAY 🥜🥜🥜🥜 And what better way to celebrate than with a new recipe thanks to @meridianfoods 🤗 this #vegan #glutenfree #dairyfree #norefinedsugar CHOCOLATE BANANA PEANUT BUTTER SLICE is divine and exactly what you need 😊💓 https://t.co/npHsFT4hjL https://t.co/m0sh6zouF9,219090869,2010-11-23T22:20:53.000Z,SpamellaB,Manchester,12175,"Manchester, England",15,3,0.9201
47,1088365459425120256,2019-01-24 09:18:41+00:00,"Y lo peor, diciendo que las leches vegetales que pa qué, que son modas... Que cuidadito que no son ""leche, leche"" : no me diga señora!! 🤨🙄\nVersión inglesa de ""toas esas mierdas de coco y pollas son malas, lo de toa la vía mehó"" pues hala!! 💃\n Y vuestra mñn qué tal??  \n#vegan",601369438,2012-06-06T23:08:43.000Z,tamagici,"Manchester, England",82,"Manchester, England",0,0,-0.7121
48,1088363875177820161,2019-01-24 09:12:23+00:00,Looking forward to this. #vegan #frenchtoast at the new @takkmcr \nThe only thing I miss being vegan is French toast. @Philiphannaway andothercoffees @ The University of Manchester https://t.co/n3B9ZkgpMN,801003699392880640,2016-11-22T10:05:38.000Z,bspokecoffee,"Stockport, England",733,"Manchester, England",3,0,-0.1531
50,1088325537322405888,2019-01-24 06:40:02+00:00,@JakeBerry @Kevin_Maguire @DailyMirror @GreggsOfficial I think you are wrong about vegan sausage roll @JakeBerry. Let’s get back on road to @GreggsOfficial bakers for #PowerhouseLive so we can sample our respective favourites in #Newcastle.  Not sure they’ll ever manage a vegetarian steak bake for me ...,1275436902,2013-03-17T16:50:48.000Z,henrimurison,Ilkley,7077,"Manchester, England",5,1,-0.3098
52,1088195450447032321,2019-01-23 22:03:07+00:00,@MikeStuchbery_ Could have at least used a Gregg's vegan sausage roll.,39702397,2009-05-13T06:27:26.000Z,lev_yashin,Manchester,458,"Manchester, England",5,0,0.0
53,1088159715534741504,2019-01-23 19:41:07+00:00,Excited to be at one of the biggest @GRUBMCR events of the year! Here’s our menu for this weekends vegan extravaganza 🌱 #Veganuary2019 #Veganuary #grubmcr #arancini #streetfood https://t.co/Ke0sBTZ0WU,861946044782956544,2017-05-09T14:08:46.000Z,LittleOrangeCo,"Manchester, England",1076,"Manchester, England",15,8,0.4003
54,1088106031782260738,2019-01-23 16:07:48+00:00,Coming tomorrow on the blog for #peanutbutterday #nationalpeanutbutterday 🥜🥜🥜 #vegan #norefinedsugar #glutenfree #dairyfree CHOCOLATE BANANA PEANUT BUTTER SLICE 😍😋 @MeridianFoods https://t.co/C7xrZp1AuB,219090869,2010-11-23T22:20:53.000Z,SpamellaB,Manchester,12175,"Manchester, England",5,0,0.0
55,1088096946257084417,2019-01-23 15:31:42+00:00,"First event for us this week will be @skfoodiefriday. Serving from 6 to 9pm. Satay, curry, king prawns and vegan rice box will be on the menu. https://t.co/FcowqKsMMx",2853233883,2014-10-31T13:03:32.000Z,NasiLemak_MCR,#Manchester ,6687,"Manchester, England",6,4,0.0
56,1088075638697873409,2019-01-23 14:07:02+00:00,Our #bread #veganuary2019 @ The Mcr Vegan Cafe &amp; Wellbeing Centre https://t.co/dL78lNVIs0,395226916,2011-10-21T10:23:53.000Z,3MT_Manchester,Manchester,7263,"Manchester, England",0,0,0.0
57,1087799481930797061,2019-01-22 19:49:41+00:00,"The only wall I care about! 🧱 🍰 🧱 🍰  #browies #vegan #makecakenotwall #wall #cake #makecakenotwar #trumpcangetinthebin @ Manchester, United Kingdom https://t.co/ZIFQrxE5A8",2435296310,2014-04-09T11:14:28.000Z,Tastethelovemcr,Manchester,775,"Manchester, England",0,0,0.7424
58,1087792586901864448,2019-01-22 19:22:17+00:00,Homemade goodies!😍\n\n*Figgy Flapjacks\n(Naturally Gluten Free &amp; Vegan🌱)\n\n*Vanilla Fudge Brownies🍫\n\nStay In | Take Away\n\n#urmston #shoplocal #homemade #manchester #vegan #glutenfree #fig https://t.co/dmY7KBQyzR,2285167405,2014-01-10T14:14:52.000Z,DarbysUrmston,"Urmston, England",775,"Manchester, England",0,2,0.5562
59,1087789657964900353,2019-01-22 19:10:39+00:00,We’re leaping into or first event of the year at @GRUBMCR this weekend with some menu favourites and new specials for you. I’ll just leave this here:\n\nBanh Mi Burger 🍔\n\nInspired by our recent Vietnam trip. 100% plant based magic 💚 https://t.co/1ppTfUN8k7,818818384955580416,2017-01-10T13:54:50.000Z,WholesomeJunkie,"Manchester, England",2911,"Manchester, England",27,6,-0.0516
60,1087775143038988300,2019-01-22 18:12:58+00:00,"This weekend we go fully vegan! 🌱 Joining an amazing lineup for the @GRUBMCR ExtraVeganZa, it’s free entry and we’ll be there Fri, Sat &amp; Sun! #Veganuary #veganuary2019 #extraveganza #streetfood #arancini #grubmcr https://t.co/2Ih2PcGxaY",861946044782956544,2017-05-09T14:08:46.000Z,LittleOrangeCo,"Manchester, England",1076,"Manchester, England",6,6,0.8264
61,1087713433154453504,2019-01-22 14:07:45+00:00,"BACON THE LAW 🌱 - Double beefy burger, double cheez, double baecon, @BeavertownBeer Smog Rocket caramelised onions, ranch dressing in a buttery brioche bun, topped with a beer battered sweet dill pickle and served with ranch dip. #vegan #veganburger #veganjunkfood #hailseitan https://t.co/xv8Dc3kyFy",426202434,2011-12-01T23:35:03.000Z,vrevmcr,"Manchester, England",5288,"Manchester, England",9,2,0.2023
63,1087486916302462976,2019-01-21 23:07:40+00:00,"@chibikuma83 Glad to be of help!! It’s not really that great. What really annoys me is that they use sugar free baked beans that aren’t vegan, really is irritating. They’ve got some vegan friendly stuff but it could definitely be better.",4001305157,2015-10-20T10:28:50.000Z,micahscotttt,"Cupar, Scotland",3287,"Manchester, England",1,0,0.8641
64,1087432272767303681,2019-01-21 19:30:31+00:00,I made a vegan fry up today 😍 https://t.co/KTIM4eDWKK,618507990,2012-06-25T20:55:10.000Z,leah_wells_,"Manchester, England",4697,"Manchester, England",3,0,0.0
65,1087431815739174912,2019-01-21 19:28:43+00:00,Tonight’s dinner. @icelandfoods No chick strips &amp; satay sauce #vegan #Monday #night #dinner @ City of Salford https://t.co/XygFuVwZiq,24395148,2009-03-14T16:58:49.000Z,nick_shack,Manchester,134,"Salford, England",1,2,-0.296
66,1087419564412096513,2019-01-21 18:40:02+00:00,Literally have had one vegan sausage roll from Greggs and ever since I’ve never seen them again?? The one shop that I’ve seen selling them is always out of them and I’ve never seen them in any other?? In the centre of Manchester???? Frustrating.,4001305157,2015-10-20T10:28:50.000Z,micahscotttt,"Cupar, Scotland",3287,"Manchester, England",11,0,-0.594
68,1087409453870260225,2019-01-21 17:59:51+00:00,@chibikuma83 Quite a few things actually. I usually get teriyaki noodles or the baked potato with five bean chilli. Their chips are vegan as well! 🌱♥️,4001305157,2015-10-20T10:28:50.000Z,micahscotttt,"Cupar, Scotland",3287,"Manchester, England",0,0,0.3382
69,1087393208823357442,2019-01-21 16:55:18+00:00,"Remember kids; veganism is for life, not just for January 😉 (although anyone who's done Veganuary is amazing and we’re sure all the animals appreciate it) 💕🐰🐮🐷🐔💕\nVegan Necklace £7.50 - https://t.co/4YzZLgGqB1\n#vegan #eatgreen #extremelargeness #afflecks #perspexjewellery https://t.co/945jumGdPo",50262324,2009-06-24T09:33:36.000Z,luna_mcr_,Manchester UK,511,"Manchester, England",0,0,0.8316
70,1087380819906301952,2019-01-21 16:06:04+00:00,"Instagrammable interior, friendly staff and a fully plant-based menu from breakfast to dinner - here's why you need to try out @VertigoMCR #Manchester 🍴🌱 \nhttps://t.co/j7KBcNiMJI\n\n #vegan #veganuary2019 #meatfreemonday https://t.co/NoujLVAa16",219090869,2010-11-23T22:20:53.000Z,SpamellaB,Manchester,12175,"Manchester, England",6,3,0.4939
71,1087356735407435776,2019-01-21 14:30:22+00:00,"New Sensitive Skin Collection from ATTITUDE coming soon!!! #natural, #vegan, #hypoallergenic, #ewgverified and dermatologist tested. Get an early online access and up to a full year of FREE shampoo!  https://t.co/JMsxxLbVB6 via @attitudelivinghttps://vrlps.co/hRKD8Dy/cp",1017140951666647047,2018-07-11T20:17:55.000Z,BrendaF43866655,,40,"Manchester, England",0,0,0.7352
72,1087344724384628736,2019-01-21 13:42:38+00:00,2-4-1 on our incredible @beyondmeat burger all day today! \nMix and match with the wide selection of food offerings we have for Vegan Monday’s! \n#veganuary #brewdog #brewdogmanchester https://t.co/Y9WBFMpCHj,495253313,2012-02-17T19:26:34.000Z,BrewDogMancs,35 Peter Street,7997,BrewDog,3,0,0.0
73,1087335585495302144,2019-01-21 13:06:19+00:00,You know those people that buy the last two of a sort right before you go to buy them? Yeah I just bought the last two vegan sausage rolls and had this lady behind me curse at me for being so selfish lmao what,2175730467,2013-11-10T13:09:24.000Z,catorwhtvr,hamburg,2344,"Manchester, England",19,0,-0.2762
74,1087333927386300416,2019-01-21 12:59:44+00:00,Today's specials @ The Mcr Vegan Cafe &amp; Wellbeing Centre https://t.co/WGynq2kpjU,395226916,2011-10-21T10:23:53.000Z,3MT_Manchester,Manchester,7263,"Manchester, England",0,0,0.0
75,1087333528411488256,2019-01-21 12:58:09+00:00,Today! @ The Mcr Vegan Cafe &amp; Wellbeing Centre https://t.co/dSEVvaG54x,395226916,2011-10-21T10:23:53.000Z,3MT_Manchester,Manchester,7263,"Manchester, England",1,2,0.0
76,1087265217782915072,2019-01-21 08:26:42+00:00,#HappyMonday 👍 #handmade #vegan #breakfast #wrap 😋 #HealthyFood #HealthyEating #healthylifestyle #ancoats #independent #cafe https://t.co/ApwnQ0C1T7,2465006911,2014-04-26T18:47:53.000Z,cafecottonhalle,Hallé St Peters ,1141,Café Cotton,1,0,0.0
77,1087068662773809153,2019-01-20 19:25:40+00:00,"I'm not going to apologise for being vegan, you know. Go fuck yourself",2776971273,2014-09-19T20:25:06.000Z,orlaighjoyce,Gorton Market to Btown baby!!,414,"Manchester, England",0,0,-0.6892
78,1087061707271389184,2019-01-20 18:58:02+00:00,A perfect dessert to make for #Veganuary - #vegan #dairyfree #glutenfree Fig &amp; Chocolate Tart 🍫🍫🍫🍫🍫🍫 \n\nRecipe over on the @ButeIslandFoods website 😊 💜https://t.co/LiaEdRcEhF https://t.co/TB01p3aya7,219090869,2010-11-23T22:20:53.000Z,SpamellaB,Manchester,12175,"Manchester, England",7,3,0.5719
80,1087001571727237122,2019-01-20 14:59:04+00:00,@BootsUK Gorgeous selection of products!! #Vegan,885285421,2012-10-16T20:47:37.000Z,hhardy88,"Uppingham, England",326,"Manchester, England",0,0,0.6792
81,1086660540984934400,2019-01-19 16:23:56+00:00,"How wonderful is this vegan beauty box from naturasiberica_uk jam packed full of goodies, if you’re doing #Veganuary I’d highly recommend this box to treat your face during your vegan… https://t.co/yXR3bdR1a5",740924521,2012-08-06T16:09:35.000Z,misslivstagram,instagram: @misslivstagram,2429,"Manchester, England",0,0,0.9184
82,1086656424107786241,2019-01-19 16:07:35+00:00,Valentine's dessert snapping this afternoon 📷😋😍💕 #vegan #glutenfree #dairyfree #norefinedsugar https://t.co/jBj8dZ1c2Q,219090869,2010-11-23T22:20:53.000Z,SpamellaB,Manchester,12175,"Manchester, England",3,0,0.0
83,1086649302791917568,2019-01-19 15:39:17+00:00,My vegan tray from @indtiffinroom yesterday! It was very yummy. #indian #indianfood #vegan #veganfood #vegans #curry @ Indian Tiffinroom Manchester https://t.co/pVKM3FXEfg,92435132,2009-11-25T03:12:51.000Z,marissa6661,"Manchester, UK",289,"Manchester, England",2,1,0.6105
84,1086609444610416640,2019-01-19 13:00:54+00:00,Lovely meal at 1847 💚 @FHarris10 #vegan #veganuary #Manchester @ 1847 Manchester https://t.co/TVrH7UINPA,315438249,2011-06-11T21:37:16.000Z,MindingAlice,London,316,"Manchester, England",1,0,0.5859
85,1086608564070813696,2019-01-19 12:57:24+00:00,"@3MT_Manchester Perfect place for a quick vegan lunch in town. Reasonable prices, great choice of food, dog friendly.",509923325,2012-03-01T08:34:37.000Z,HelenGVarey,"Salford, Manchester UK",619,"Manchester, England",4,3,0.9001
87,1086394316908576769,2019-01-18 22:46:04+00:00,@loyalmoses @RanchBeef1 @CattleParker Spicy tomato with pesto in breadcrumbs. Have you heard of Gregg vegan sausage rolls people are queuing for hours to buy them,84680297,2009-10-23T20:26:45.000Z,alysonwilliams2,West Didsbury Manchester,270,"Manchester, England",1,0,0.0
89,1086392260936286208,2019-01-18 22:37:53+00:00,@loyalmoses @RanchBeef1 @CattleParker I had vegan wrap from McDonald’s for lunch it was surprisingly good https://t.co/Ih0NIa580C,84680297,2009-10-23T20:26:45.000Z,alysonwilliams2,West Didsbury Manchester,270,"Manchester, England",1,0,0.6249
90,1086255007933124608,2019-01-18 13:32:30+00:00,Vegan Carrot Coconut Loaf in the making 🥕🥥🍰😋 #veganuary #Veganuary2019 https://t.co/6ZqxT9qCgI,219090869,2010-11-23T22:20:53.000Z,SpamellaB,Manchester,12175,"Manchester, England",1,0,0.0
91,1086231429690912769,2019-01-18 11:58:48+00:00,vegan sausage roll shits all over the normal one FACTS,1005702127983955968,2018-06-10T06:44:07.000Z,weewitchbitch,"Manchester, England",1443,"Manchester, England",0,0,-0.4767
92,1086185224604712960,2019-01-18 08:55:12+00:00,Vegan fruit you guys. Exciting times. https://t.co/ONgJrFSXjs,37048173,2009-05-01T21:31:50.000Z,chrisworthers,"Bolton, England",716,"Manchester, England",4,0,0.4939
93,1086021453500211201,2019-01-17 22:04:26+00:00,Get you some friends who bring a homemade gluten free vegan cheesecake when you invite them over for dinner😍,20797048,2009-02-13T19:18:55.000Z,_EmmaKate_,"Manchester, England",347,"Manchester, England",0,0,0.7906
94,1085967387697008641,2019-01-17 18:29:36+00:00,"Vegan Chocolate Mousse 🍫🍫🍫 https://t.co/Tnb2c1NQWF\n\nFeaturing @EatNaturalBars, @Clarks_It maple syrup, @naturesheartuk cacao nibs, @montezumas chocolate 😊\n\n#Veganuary #Veganuary2019 #vegan #dairyfree https://t.co/4pSoKEBBOL",219090869,2010-11-23T22:20:53.000Z,SpamellaB,Manchester,12175,"Manchester, England",3,1,0.0
95,1085932312800489475,2019-01-17 16:10:13+00:00,"Enjoying a delicious and healthy Persian stew at one of the new places in Manchester. Give it a try! #vegan (@ Vertigo in Manchester, England) https://t.co/sdEI3Y3ceY https://t.co/IXq86fr6md",1260572916,2013-03-11T22:52:11.000Z,GreenOmBe,"Manchester,UK",630,"Manchester, England",0,0,0.8777
